TABLE NO.  1
 ID          TIME        DV          PRED        RES         WRES        CPRED       CWRES       EPRED       ERES        EWRES
  2.6000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9952E+01  0.0000E+00  2.0889E+01  0.0000E+00  0.0000E+00
  2.6000E+01  4.0000E-01  5.6726E+00  1.0917E+01 -5.2441E+00 -1.3462E+00  1.1121E+01 -3.0884E+00  1.0305E+01 -4.6320E+00 -1.1673E+00
  2.6000E+01  2.0000E+00  3.9018E-01  1.4763E+00 -1.0861E+00 -5.8631E-01  8.7301E-01  8.4486E-01  1.7718E+00 -1.3816E+00 -9.2237E-01
  2.6000E+01  1.0000E+01  2.9389E-02  2.2799E-01 -1.9860E-01 -3.2920E-01  1.1824E-01 -1.1758E+00  2.7473E-01 -2.4534E-01 -3.7489E-01
  2.6000E+01  4.0000E+01  2.0300E-05  3.4156E-03 -3.3953E-03  4.4069E-01  1.2747E-04  7.2422E-01  1.2313E-02 -1.2293E-02  2.0416E-01
  2.6000E+01  7.0000E+01  7.4400E-09  5.1172E-05 -5.1164E-05  2.4270E-01  9.1623E-08 -7.4278E-01  1.2917E-03 -1.2917E-03  1.3086E-01
  2.7000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8355E+01  0.0000E+00  2.1781E+01  0.0000E+00  0.0000E+00
  2.7000E+01  1.0000E-01  1.0944E+01  1.7137E+01 -6.1930E+00 -7.3842E-01  1.5839E+01 -8.4739E-01  1.7960E+01 -7.0164E+00 -8.4289E-01
  2.7000E+01  4.0000E-01  6.0066E+00  1.0917E+01 -4.9101E+00 -1.0021E+00  1.0248E+01 -1.3572E+00  1.0656E+01 -4.6491E+00 -8.4188E-01
  2.7000E+01  7.0000E-01  3.8748E+00  7.0540E+00 -3.1792E+00 -8.9721E-01  6.7250E+00 -1.3023E+00  6.7966E+00 -2.9218E+00 -6.8300E-01
  2.7000E+01  4.0000E+00  7.5567E-01  5.5993E-01  1.9574E-01  9.8201E-01  6.0323E-01  1.0150E+00  7.7417E-01 -1.8501E-02  4.7603E-01
  2.7000E+01  2.0000E+01  1.9557E-02  5.6203E-02 -3.6646E-02 -5.6096E-02  4.3671E-02 -3.1021E-01  8.9251E-02 -6.9694E-02 -4.2067E-01
  2.8000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.6184E+01  0.0000E+00  2.1183E+01  0.0000E+00  0.0000E+00
  2.8000E+01  2.0000E-01  6.6492E+00  1.4726E+01 -8.0773E+00 -1.4608E+00  2.2299E+01 -3.3716E+00  1.4523E+01 -7.8738E+00 -1.3898E+00
  2.8000E+01  1.0000E+00  1.4179E-01  4.6510E+00 -4.5092E+00 -1.7330E+00  6.8639E-01 -4.2060E-01  4.3622E+00 -4.2204E+00 -1.7537E+00
  2.8000E+01  4.0000E+00  4.6076E-02  5.5993E-01 -5.1385E-01 -2.7560E-01  2.2462E-01 -9.8025E-01  6.7137E-01 -6.2529E-01 -6.0466E-01
  2.8000E+01  7.0000E+00  3.6310E-02  3.4728E-01 -3.1097E-01  5.8034E-02  1.0536E-01  4.9890E-01  3.8126E-01 -3.4495E-01 -2.3378E-01
  2.8000E+01  4.0000E+01  9.2300E-07  3.4156E-03 -3.4147E-03  9.1244E-01  1.0419E-05 -2.2550E+00  9.8605E-03 -9.8596E-03  5.2065E-01
  2.9000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9944E+01  0.0000E+00  2.1085E+01  0.0000E+00  0.0000E+00
  2.9000E+01  4.0000E-01  1.2371E+01  1.0917E+01  1.4543E+00  3.1985E-01  1.1338E+01  2.1358E-01  1.0279E+01  2.0922E+00  5.2377E-01
  2.9000E+01  2.0000E+00  2.4724E+00  1.4763E+00  9.9614E-01  5.0956E-01  1.2574E+00  6.9372E-01  1.6777E+00  7.9473E-01  4.3458E-01
  2.9000E+01  1.0000E+01  6.2499E-01  2.2799E-01  3.9700E-01  2.2475E+00  1.4413E-01  8.3914E-01  2.5487E-01  3.7012E-01  1.7599E+00
  2.9000E+01  4.0000E+01  2.9185E-03  3.4156E-03 -4.9710E-04 -1.2873E+00  2.2382E-03 -1.4852E+00  1.1943E-02 -9.0249E-03 -1.5583E+00
  2.9000E+01  7.0000E+01  1.1600E-05  5.1172E-05 -3.9572E-05  1.6794E-01  1.8483E-05 -9.7447E-01  1.3501E-03 -1.3385E-03  4.2990E-01
  3.0000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9793E+01  0.0000E+00  2.1431E+01  0.0000E+00  0.0000E+00
  3.0000E+01  1.0000E-01  1.8985E+01  1.7137E+01  1.8480E+00  2.3939E-01  1.7320E+01  1.9497E-01  1.7588E+01  1.3970E+00  1.4434E-01
  3.0000E+01  4.0000E-01  1.1689E+01  1.0917E+01  7.7228E-01  2.8367E-01  1.1343E+01  2.9712E-01  1.0288E+01  1.4015E+00  4.9248E-01
  3.0000E+01  7.0000E-01  5.5073E+00  7.0540E+00 -1.5467E+00 -6.1277E-01  7.2946E+00 -7.2410E-01  6.4808E+00 -9.7353E-01 -4.7285E-01
  3.0000E+01  4.0000E+00  3.3457E-01  5.5993E-01 -2.2536E-01 -2.6759E-01  5.0925E-01 -4.2003E-01  6.7874E-01 -3.4417E-01 -4.7966E-01
  3.0000E+01  2.0000E+01  1.9263E-02  5.6203E-02 -3.6940E-02 -2.6405E-01  4.0777E-02 -6.7758E-01  9.0105E-02 -7.0842E-02 -3.5905E-01
  3.1000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9510E+01  0.0000E+00  2.0934E+01  0.0000E+00  0.0000E+00
  3.1000E+01  2.0000E-01  1.1155E+01  1.4726E+01 -3.5715E+00 -6.5881E-01  1.4586E+01 -7.5639E-01  1.4269E+01 -3.1137E+00 -5.9604E-01
  3.1000E+01  1.0000E+00  4.6244E+00  4.6510E+00 -2.6613E-02 -1.2715E-01  4.7709E+00 -1.8253E-01  4.3765E+00  2.4795E-01  9.8408E-02
  3.1000E+01  4.0000E+00  9.7758E-01  5.5993E-01  4.1765E-01  7.8302E-01  5.2139E-01  6.1160E-01  7.0373E-01  2.7385E-01  2.5360E-01
  3.1000E+01  7.0000E+00  6.3636E-01  3.4728E-01  2.8908E-01  1.0641E+00  3.4831E-01  6.6432E-01  3.9482E-01  2.4154E-01  8.0273E-01
  3.1000E+01  4.0000E+01  8.6844E-04  3.4156E-03 -2.5472E-03 -3.6496E-01  2.0034E-03 -1.0081E+00  1.3350E-02 -1.2482E-02 -8.0208E-01
  3.2000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9827E+01  0.0000E+00  2.0781E+01  0.0000E+00  0.0000E+00
  3.2000E+01  4.0000E-01  3.7476E+00  1.0917E+01 -7.1691E+00 -1.8799E+00  1.0707E+01 -2.4825E+00  1.0101E+01 -6.3530E+00 -1.7407E+00
  3.2000E+01  2.0000E+00  6.9801E-01  1.4763E+00 -7.7825E-01 -2.9974E-01  1.1999E+00  1.8959E-01  1.7316E+00 -1.0336E+00 -4.8423E-01
  3.2000E+01  1.0000E+01  1.0596E-01  2.2799E-01 -1.2203E-01  1.8335E-01  1.8863E-01  4.7114E-01  2.6763E-01 -1.6167E-01  3.6164E-03
  3.2000E+01  4.0000E+01  3.0028E-04  3.4156E-03 -3.1153E-03  3.5789E-01  1.1123E-03 -9.5023E-02  1.2803E-02 -1.2503E-02  1.2012E-01
  3.2000E+01  7.0000E+01  9.4900E-07  5.1172E-05 -5.0223E-05  2.8462E-01  5.0100E-06  9.0325E-02  1.3252E-03 -1.3243E-03  1.4897E-01
  3.3000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9674E+01  0.0000E+00  2.1714E+01  0.0000E+00  0.0000E+00
  3.3000E+01  1.0000E-01  1.7501E+01  1.7137E+01  3.6404E-01  1.9216E-01  1.7167E+01  3.2390E-01  1.7756E+01 -2.5513E-01  5.6601E-02
  3.3000E+01  4.0000E-01  8.3171E+00  1.0917E+01 -2.5996E+00 -7.3336E-01  1.1467E+01 -9.4707E-01  1.0345E+01 -2.0281E+00 -5.4350E-01
  3.3000E+01  7.0000E-01  5.4904E+00  7.0540E+00 -1.5636E+00 -5.5834E-01  7.7406E+00 -8.7169E-01  6.5390E+00 -1.0486E+00 -3.4564E-01
  3.3000E+01  4.0000E+00  1.3479E+00  5.5993E-01  7.8797E-01  2.1709E+00  5.3540E-01  1.2980E+00  7.6632E-01  5.8158E-01  1.1260E+00
  3.3000E+01  2.0000E+01  2.1302E-01  5.6203E-02  1.5682E-01  2.9114E+00 -2.9355E-02  1.4127E+00  8.8017E-02  1.2500E-01  1.0469E+00
  3.4000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9708E+01  0.0000E+00  2.1538E+01  0.0000E+00  0.0000E+00
  3.4000E+01  2.0000E-01  1.2545E+01  1.4726E+01 -2.1815E+00 -3.9222E-01  1.5003E+01 -5.5627E-01  1.4739E+01 -2.1945E+00 -4.0120E-01
  3.4000E+01  1.0000E+00  3.2202E+00  4.6510E+00 -1.4308E+00 -4.4792E-01  4.8324E+00 -6.4319E-01  4.4607E+00 -1.2405E+00 -3.4704E-01
  3.4000E+01  4.0000E+00  7.3248E-02  5.5993E-01 -4.8668E-01 -7.3393E-01  2.3545E-01 -1.3447E+00  7.3473E-01 -6.6149E-01 -9.7192E-01
  3.4000E+01  7.0000E+00  3.1502E-02  3.4728E-01 -3.1577E-01 -7.0234E-01  1.4833E-01 -2.6272E+00  4.1989E-01 -3.8839E-01 -6.7267E-01
  3.4000E+01  4.0000E+01  3.1706E-03  3.4156E-03 -2.4500E-04  4.3085E-01  4.5259E-03 -3.4152E-01  1.3129E-02 -9.9581E-03  1.9016E-01
  3.5000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.7148E+01  0.0000E+00  2.1627E+01  0.0000E+00  0.0000E+00
  3.5000E+01  4.0000E-01  1.8231E+01  1.0917E+01  7.3143E+00  1.9411E+00  1.0078E+01  1.4832E+00  1.0424E+01  7.8069E+00  2.0952E+00
  3.5000E+01  2.0000E+00  1.4438E+00  1.4763E+00 -3.2464E-02 -4.6634E-01  1.6017E+00 -4.7591E-01  1.7194E+00 -2.7557E-01 -7.8838E-01
  3.5000E+01  1.0000E+01  4.0172E-01  2.2799E-01  1.7373E-01  6.1859E-01  3.4273E-01 -6.5151E-02  2.7605E-01  1.2567E-01  4.3942E-01
  3.5000E+01  4.0000E+01  1.0501E-01  3.4156E-03  1.0159E-01  5.7872E+00 -6.9104E-02  1.9313E+00  1.2187E-02  9.2823E-02  3.8308E+00
  3.5000E+01  7.0000E+01  2.9748E-02  5.1172E-05  2.9697E-02  3.4021E+02 -5.7602E-02  2.0090E+00  1.2799E-03  2.8468E-02  6.9422E+00
  3.6000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8337E+01  0.0000E+00  2.1378E+01  0.0000E+00  0.0000E+00
  3.6000E+01  1.0000E-01  1.0860E+01  1.7137E+01 -6.2770E+00 -8.1388E-01  1.6087E+01 -9.5674E-01  1.7614E+01 -6.7536E+00 -9.0552E-01
  3.6000E+01  4.0000E-01  7.7526E+00  1.0917E+01 -3.1641E+00 -6.4788E-01  1.0889E+01 -7.8722E-01  1.0377E+01 -2.6241E+00 -5.0564E-01
  3.6000E+01  7.0000E-01  6.1954E+00  7.0540E+00 -8.5862E-01 -1.8375E-01  7.4136E+00 -2.8237E-01  6.5384E+00 -3.4296E-01  8.3563E-02
  3.6000E+01  4.0000E+00  1.0659E+00  5.5993E-01  5.0597E-01  1.3189E+00  5.1338E-01  8.5101E-01  6.7760E-01  3.8830E-01  8.8545E-01
  3.6000E+01  2.0000E+01  4.9971E-02  5.6203E-02 -6.2318E-03 -2.5914E-01  5.2305E-02 -5.0001E-01  7.6432E-02 -2.6461E-02 -6.9253E-01
  3.7000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9490E+01  0.0000E+00  2.2313E+01  0.0000E+00  0.0000E+00
  3.7000E+01  2.0000E-01  8.6431E+00  1.4726E+01 -6.0834E+00 -1.1085E+00  1.4445E+01 -1.4592E+00  1.4948E+01 -6.3051E+00 -1.1247E+00
  3.7000E+01  1.0000E+00  2.7570E+00  4.6510E+00 -1.8940E+00 -6.5478E-01  4.4167E+00 -7.4111E-01  4.4123E+00 -1.6553E+00 -4.4525E-01
  3.7000E+01  4.0000E+00  1.5783E-01  5.5993E-01 -4.0210E-01 -5.4587E-01  3.7286E-01 -9.0416E-01  7.0265E-01 -5.4482E-01 -7.9249E-01
  3.7000E+01  7.0000E+00  1.0241E-01  3.4728E-01 -2.4487E-01 -2.5425E-01  2.3209E-01 -5.0956E-01  3.9846E-01 -2.9605E-01 -3.1283E-01
  3.7000E+01  4.0000E+01  1.7259E-03  3.4156E-03 -1.6897E-03  3.8129E-01  2.5910E-03  2.6160E-01  1.5228E-02 -1.3503E-02  1.9438E-01
  3.8000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9278E+01  0.0000E+00  2.0610E+01  0.0000E+00  0.0000E+00
  3.8000E+01  4.0000E-01  8.4249E+00  1.0917E+01 -2.4918E+00 -6.1669E-01  1.1890E+01 -8.8175E-01  1.0142E+01 -1.7172E+00 -3.5893E-01
  3.8000E+01  2.0000E+00  3.8011E-01  1.4763E+00 -1.0962E+00 -7.8484E-01  1.0397E+00 -6.7299E-01  1.7813E+00 -1.4012E+00 -1.1024E+00
  3.8000E+01  1.0000E+01  1.3585E-01  2.2799E-01 -9.2135E-02  3.0309E-01  2.2078E-01  9.7766E-02  2.8881E-01 -1.5296E-01  8.8951E-02
  3.8000E+01  4.0000E+01  7.0500E-05  3.4156E-03 -3.3451E-03  3.2745E-02  3.9879E-04 -2.4912E+00  1.2640E-02 -1.2570E-02 -3.4414E-02
  3.8000E+01  7.0000E+01  3.7200E-08  5.1172E-05 -5.1135E-05  3.2733E-01  4.0135E-07 -1.0616E+00  1.5629E-03 -1.5629E-03  1.6054E-01
  3.9000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9377E+01  0.0000E+00  2.1504E+01  0.0000E+00  0.0000E+00
  3.9000E+01  1.0000E-01  2.2552E+01  1.7137E+01  5.4150E+00  6.1728E-01  1.6858E+01  5.4725E-01  1.7711E+01  4.8412E+00  5.4532E-01
  3.9000E+01  4.0000E-01  1.6344E+01  1.0917E+01  5.4273E+00  1.4015E+00  1.1015E+01  1.1936E+00  1.0491E+01  5.8535E+00  1.6155E+00
  3.9000E+01  7.0000E-01  7.1340E+00  7.0540E+00  7.9982E-02 -5.0449E-01  7.1484E+00 -4.7165E-01  6.6816E+00  4.5238E-01 -4.1705E-01
  3.9000E+01  4.0000E+00  1.4253E+00  5.5993E-01  8.6537E-01  2.1186E+00  3.6584E-01  1.4424E+00  7.1720E-01  7.0810E-01  1.4637E+00
  3.9000E+01  2.0000E+01  6.7626E-02  5.6203E-02  1.1423E-02 -7.1291E-01  5.7554E-02 -5.6429E-01  8.8207E-02 -2.0581E-02 -1.3058E+00
  4.0000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8537E+01  0.0000E+00  2.1414E+01  0.0000E+00  0.0000E+00
  4.0000E+01  2.0000E-01  2.5417E+01  1.4726E+01  1.0691E+01  1.9504E+00  1.3789E+01  1.5580E+00  1.4707E+01  1.0710E+01  2.0002E+00
  4.0000E+01  1.0000E+00  7.1932E+00  4.6510E+00  2.5422E+00  8.8809E-01  4.4308E+00  7.4498E-01  4.4926E+00  2.7006E+00  9.9476E-01
  4.0000E+01  4.0000E+00  9.6130E-01  5.5993E-01  4.0137E-01  2.2098E-01  4.5714E-01  2.3314E-01  7.0636E-01  2.5494E-01 -3.0960E-01
  4.0000E+01  7.0000E+00  7.0290E-01  3.4728E-01  3.5562E-01  7.6419E-01  2.6921E-01  5.0718E-01  4.0259E-01  3.0031E-01  6.0907E-01
  4.0000E+01  4.0000E+01  8.0042E-03  3.4156E-03  4.5886E-03 -3.7430E-01  1.2788E-03 -4.7755E-01  1.3363E-02 -5.3590E-03 -6.3506E-01
  4.1000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9797E+01  0.0000E+00  2.1612E+01  0.0000E+00  0.0000E+00
  4.1000E+01  4.0000E-01  1.2524E+01  1.0917E+01  1.6073E+00  3.9112E-01  1.1111E+01  3.6013E-01  1.0138E+01  2.3862E+00  6.0999E-01
  4.1000E+01  2.0000E+00  2.6012E+00  1.4763E+00  1.1249E+00  9.6706E-01  1.4531E+00  8.4182E-01  1.6865E+00  9.1474E-01  8.4591E-01
  4.1000E+01  1.0000E+01  1.5979E-01  2.2799E-01 -6.8195E-02 -1.4991E+00  2.2881E-01 -1.7523E+00  2.5972E-01 -9.9933E-02 -1.3814E+00
  4.1000E+01  4.0000E+01  9.5478E-04  3.4156E-03 -2.4608E-03 -5.0275E-01  2.1760E-03 -3.7574E-01  1.1345E-02 -1.0391E-02 -6.7360E-01
  4.1000E+01  7.0000E+01  4.0400E-06  5.1172E-05 -4.7132E-05  1.6854E-01  1.4941E-05 -3.0938E-01  1.1489E-03 -1.1449E-03  5.3768E-02
  4.2000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.0212E+01  0.0000E+00  2.1271E+01  0.0000E+00  0.0000E+00
  4.2000E+01  1.0000E-01  4.1660E+01  1.7137E+01  2.4523E+01  3.1778E+00  1.1178E+01  2.1042E+00  1.7362E+01  2.4298E+01  3.0066E+00
  4.2000E+01  4.0000E-01  2.4618E+01  1.0917E+01  1.3701E+01  3.2963E+00  1.0408E+01  2.2713E+00  1.0119E+01  1.4499E+01  3.8268E+00
  4.2000E+01  7.0000E-01  4.6636E+00  7.0540E+00 -2.3904E+00 -2.0265E+00  7.8417E+00 -1.4331E+00  6.4158E+00 -1.7522E+00 -2.0670E+00
  4.2000E+01  4.0000E+00  1.0571E+00  5.5993E-01  4.9717E-01  1.7121E+00  4.5014E-01  8.4188E-01  7.2166E-01  3.3544E-01  1.1164E+00
  4.2000E+01  2.0000E+01  2.5585E-01  5.6203E-02  1.9965E-01  3.5332E+00 -5.0735E-02  1.4933E+00  8.7792E-02  1.6806E-01  1.2998E+00
  4.3000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9959E+01  0.0000E+00  2.1356E+01  0.0000E+00  0.0000E+00
  4.3000E+01  2.0000E-01  1.5399E+01  1.4726E+01  6.7253E-01  1.0962E-01  1.4792E+01  9.5024E-02  1.4524E+01  8.7467E-01  1.2971E-01
  4.3000E+01  1.0000E+00  5.4443E+00  4.6510E+00  7.9329E-01  3.0876E-01  4.7377E+00  2.7301E-01  4.5240E+00  9.2029E-01  4.5477E-01
  4.3000E+01  4.0000E+00  3.9653E-01  5.5993E-01 -1.6340E-01 -1.4973E+00  5.3951E-01 -1.2944E+00  7.7306E-01 -3.7653E-01 -1.5512E+00
  4.3000E+01  7.0000E+00  6.9820E-01  3.4728E-01  3.5092E-01  2.5056E+00  3.2145E-01  2.1011E+00  4.4062E-01  2.5758E-01  1.6613E+00
  4.3000E+01  4.0000E+01  8.7134E-03  3.4156E-03  5.2978E-03 -1.3935E-01  7.7060E-04 -3.9574E-01  1.6777E-02 -8.0637E-03 -5.8099E-01
  4.4000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9742E+01  0.0000E+00  2.1951E+01  0.0000E+00  0.0000E+00
  4.4000E+01  4.0000E-01  1.1821E+01  1.0917E+01  9.0428E-01  2.2190E-01  1.1237E+01  1.3045E-01  1.0486E+01  1.3348E+00  3.4324E-01
  4.4000E+01  2.0000E+00  1.5117E+00  1.4763E+00  3.5436E-02 -1.9246E-01  1.4398E+00 -1.7982E-01  1.7191E+00 -2.0739E-01 -4.0641E-01
  4.4000E+01  1.0000E+01  4.7578E-01  2.2799E-01  2.4779E-01  1.8404E+00  1.9566E-01  1.3334E+00  2.6619E-01  2.0959E-01  1.3812E+00
  4.4000E+01  4.0000E+01  5.2804E-03  3.4156E-03  1.8648E-03 -3.6663E-01  2.3492E-03 -7.3665E-01  1.2830E-02 -7.5494E-03 -7.9123E-01
  4.4000E+01  7.0000E+01  7.3900E-05  5.1172E-05  2.2728E-05 -3.9948E-02  2.7797E-05 -4.0826E-02  1.5045E-03 -1.4306E-03  3.9367E-01
  4.5000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9479E+01  0.0000E+00  2.1410E+01  0.0000E+00  0.0000E+00
  4.5000E+01  1.0000E-01  2.1909E+01  1.7137E+01  4.7720E+00  5.2820E-01  1.6681E+01  4.5299E-01  1.7565E+01  4.3443E+00  4.7905E-01
  4.5000E+01  4.0000E-01  1.5748E+01  1.0917E+01  4.8313E+00  1.0379E+00  1.0535E+01  8.7647E-01  1.0448E+01  5.3000E+00  1.1479E+00
  4.5000E+01  7.0000E-01  1.0151E+01  7.0540E+00  3.0970E+00  8.2961E-01  6.7382E+00  7.3969E-01  6.7250E+00  3.4260E+00  9.1299E-01
  4.5000E+01  4.0000E+00  5.0870E-01  5.5993E-01 -5.1230E-02 -7.1164E-01  5.7272E-01 -7.1109E-01  7.2784E-01 -2.1914E-01 -1.0027E+00
  4.5000E+01  2.0000E+01  1.7514E-01  5.6203E-02  1.1894E-01  1.5529E+00  5.3731E-02  1.1530E+00  8.3920E-02  9.1220E-02  1.0067E+00
  4.6000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8824E+01  0.0000E+00  2.1121E+01  0.0000E+00  0.0000E+00
  4.6000E+01  2.0000E-01  2.2486E+01  1.4726E+01  7.7595E+00  1.4333E+00  1.4573E+01  1.1676E+00  1.4550E+01  7.9356E+00  1.4536E+00
  4.6000E+01  1.0000E+00  4.4845E+00  4.6510E+00 -1.6651E-01 -3.0561E-01  5.0568E+00 -3.4507E-01  4.4768E+00  7.7486E-03 -3.0138E-01
  4.6000E+01  4.0000E+00  1.3011E+00  5.5993E-01  7.4117E-01  2.3192E+00  4.9613E-01  1.6455E+00  7.3293E-01  5.6817E-01  1.4812E+00
  4.6000E+01  7.0000E+00  5.3518E-01  3.4728E-01  1.8790E-01 -5.7737E-01  2.6443E-01 -3.0656E-01  4.2306E-01  1.1212E-01 -5.5535E-01
  4.6000E+01  4.0000E+01  2.2553E-02  3.4156E-03  1.9137E-02  3.3350E+00 -1.4955E-02  1.4475E+00  1.2745E-02  9.8081E-03  4.0447E-01
  4.7000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9961E+01  0.0000E+00  2.0886E+01  0.0000E+00  0.0000E+00
  4.7000E+01  4.0000E-01  1.6497E+01  1.0917E+01  5.5803E+00  1.2359E+00  1.2134E+01  7.6272E-01  1.0445E+01  6.0518E+00  1.3673E+00
  4.7000E+01  2.0000E+00  6.1739E+00  1.4763E+00  4.6976E+00  3.2175E+00  9.9438E-01  2.1101E+00  1.8529E+00  4.3210E+00  2.9964E+00
  4.7000E+01  1.0000E+01  1.0516E+00  2.2799E-01  8.2361E-01  2.1019E+00 -1.8556E-01  1.0761E+00  2.8177E-01  7.6983E-01  1.1562E+00
  4.7000E+01  4.0000E+01  1.6636E-01  3.4156E-03  1.6294E-01  1.8203E+01 -2.3621E-01  1.4267E+00  1.1936E-02  1.5442E-01  7.4153E+00
  4.7000E+01  7.0000E+01  1.5203E-02  5.1172E-05  1.5152E-02  1.3801E+02 -5.6410E-02 -6.6600E-01  1.0474E-03  1.4156E-02 -2.3481E+00
  4.8000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9695E+01  0.0000E+00  2.1501E+01  0.0000E+00  0.0000E+00
  4.8000E+01  1.0000E-01  1.6039E+01  1.7137E+01 -1.0980E+00 -4.5063E-01  1.6869E+01 -4.8184E-01  1.7694E+01 -1.6548E+00 -5.0395E-01
  4.8000E+01  4.0000E-01  1.7861E+01  1.0917E+01  6.9443E+00  1.6542E+00  1.0607E+01  1.3982E+00  1.0438E+01  7.4234E+00  1.7264E+00
  4.8000E+01  7.0000E-01  1.3961E+01  7.0540E+00  6.9070E+00  2.0921E+00  6.6948E+00  1.8148E+00  6.6049E+00  7.3561E+00  2.4036E+00
  4.8000E+01  4.0000E+00  8.8787E-01  5.5993E-01  3.2794E-01 -5.0640E-01  4.6347E-01 -4.3122E-01  7.0273E-01  1.8514E-01 -7.7709E-01
  4.8000E+01  2.0000E+01  7.9478E-02  5.6203E-02  2.3275E-02 -1.5676E+00  5.0576E-02 -1.1533E+00  7.9754E-02 -2.7554E-04 -1.2686E+00
  4.9000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.7397E+01  0.0000E+00  2.1182E+01  0.0000E+00  0.0000E+00
  4.9000E+01  2.0000E-01  9.2179E+00  1.4726E+01 -5.5086E+00 -1.0018E+00  1.4083E+01 -1.1678E+00  1.4411E+01 -5.1928E+00 -9.8256E-01
  4.9000E+01  1.0000E+00  4.5456E+00  4.6510E+00 -1.0541E-01 -2.2917E-01  5.9360E+00 -6.9085E-01  4.3886E+00  1.5702E-01 -2.1156E-02
  4.9000E+01  4.0000E+00  1.5846E+00  5.5993E-01  1.0247E+00  3.5135E+00  3.0492E-01  2.1656E+00  6.9487E-01  8.8973E-01  2.4611E+00
  4.9000E+01  7.0000E+00  3.6036E-01  3.4728E-01  1.3084E-02 -2.0405E+00  2.0773E-01 -1.2741E+00  3.8883E-01 -2.8466E-02 -1.6440E+00
  4.9000E+01  4.0000E+01  5.4073E-03  3.4156E-03  1.9917E-03  1.4352E+00  1.6953E-03 -2.8550E-01  1.2871E-02 -7.4640E-03 -4.0323E-01
  5.0000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9830E+01  0.0000E+00  2.1293E+01  0.0000E+00  0.0000E+00
  5.0000E+01  4.0000E-01  1.1471E+01  1.0917E+01  5.5428E-01  1.0091E-01  1.1304E+01  2.8072E-02  1.0682E+01  7.8937E-01  1.6571E-01
  5.0000E+01  2.0000E+00  2.6206E+00  1.4763E+00  1.1443E+00  9.7150E-01  1.1014E+00  8.6122E-01  1.8160E+00  8.0463E-01  7.0870E-01
  5.0000E+01  1.0000E+01  2.2212E-01  2.2799E-01 -5.8654E-03 -1.0424E+00  2.9960E-01 -1.0649E+00  2.9639E-01 -7.4267E-02 -9.2843E-01
  5.0000E+01  4.0000E+01  4.5394E-02  3.4156E-03  4.1978E-02  3.4396E+00 -9.1974E-03  1.1084E+00  1.6970E-02  2.8424E-02  1.0640E+00
  5.0000E+01  7.0000E+01  9.5429E-03  5.1172E-05  9.4917E-03  1.0560E+02 -1.4950E-02  1.1510E+00  2.1255E-03  7.4174E-03  6.8423E-01
  5.1000E+01  0.0000E+00  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9570E+01  0.0000E+00  2.1113E+01  0.0000E+00  0.0000E+00
  5.1000E+01  1.0000E-01  2.1463E+01  1.7137E+01  4.3260E+00  5.5819E-01  1.6923E+01  5.1833E-01  1.7373E+01  4.0897E+00  4.8494E-01
  5.1000E+01  4.0000E-01  1.3367E+01  1.0917E+01  2.4503E+00  2.8997E-01  1.0994E+01  1.8879E-01  1.0319E+01  3.0482E+00  3.7047E-01
