TABLE NO.  1
 ID          TIME        PRED        RES         WRES        CPRED       CWRES       EPRED       ERES        EWRES
  2.8000E+01  1.0000E+00  4.6506E+00 -4.5088E+00 -1.7328E+00  6.8648E-01 -4.2094E-01  4.3618E+00 -4.2201E+00 -1.7535E+00
  2.8000E+01  4.0000E+00  5.5991E-01 -5.1384E-01 -2.7570E-01  2.2462E-01 -9.8025E-01  6.7133E-01 -6.2526E-01 -6.0467E-01
  2.8000E+01  7.0000E+00  3.4727E-01 -3.1096E-01  5.7941E-02  1.0536E-01  4.9858E-01  3.8125E-01 -3.4494E-01 -2.3386E-01
  2.8000E+01  4.0000E+01  3.4157E-03 -3.4148E-03  9.1229E-01  1.0419E-05 -2.2553E+00  9.8606E-03 -9.8597E-03  5.2056E-01
  2.9000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9943E+01  0.0000E+00  2.1085E+01  0.0000E+00  0.0000E+00
  2.9000E+01  4.0000E-01  1.0916E+01  1.4549E+00  3.2000E-01  1.1338E+01  2.1373E-01  1.0278E+01  2.0927E+00  5.2391E-01
  2.9000E+01  2.0000E+00  1.4761E+00  9.9631E-01  5.0974E-01  1.2573E+00  6.9387E-01  1.6775E+00  7.9488E-01  4.3471E-01
  2.9000E+01  1.0000E+01  2.2799E-01  3.9700E-01  2.2473E+00  1.4413E-01  8.3903E-01  2.5486E-01  3.7013E-01  1.7598E+00
  2.9000E+01  4.0000E+01  3.4157E-03 -4.9718E-04 -1.2874E+00  2.2384E-03 -1.4852E+00  1.1943E-02 -9.0250E-03 -1.5584E+00
  2.9000E+01  7.0000E+01  5.1174E-05 -3.9574E-05  1.6798E-01  1.8485E-05 -9.7443E-01  1.3501E-03 -1.3385E-03  4.2992E-01
  3.0000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9793E+01  0.0000E+00  2.1431E+01  0.0000E+00  0.0000E+00
  3.0000E+01  1.0000E-01  1.7136E+01  1.8485E+00  2.3946E-01  1.7319E+01  1.9505E-01  1.7587E+01  1.3976E+00  1.4441E-01
  3.0000E+01  4.0000E-01  1.0916E+01  7.7287E-01  2.8382E-01  1.1343E+01  2.9727E-01  1.0287E+01  1.4020E+00  4.9260E-01
  3.0000E+01  7.0000E-01  7.0535E+00 -1.5462E+00 -6.1264E-01  7.2940E+00 -7.2398E-01  6.4804E+00 -9.7311E-01 -4.7277E-01
  3.0000E+01  4.0000E+00  5.5991E-01 -2.2534E-01 -2.6767E-01  5.0925E-01 -4.2014E-01  6.7871E-01 -3.4414E-01 -4.7968E-01
  3.0000E+01  2.0000E+01  5.6203E-02 -3.6940E-02 -2.6420E-01  4.0777E-02 -6.7778E-01  9.0105E-02 -7.0842E-02 -3.5913E-01
  3.1000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9510E+01  0.0000E+00  2.0933E+01  0.0000E+00  0.0000E+00
  3.1000E+01  2.0000E-01  1.4726E+01 -3.5709E+00 -6.5873E-01  1.4585E+01 -7.5631E-01  1.4268E+01 -3.1132E+00 -5.9597E-01
  3.1000E+01  1.0000E+00  4.6506E+00 -2.6162E-02 -1.2692E-01  4.7704E+00 -1.8222E-01  4.3761E+00  2.4829E-01  9.8584E-02
  3.1000E+01  4.0000E+00  5.5991E-01  4.1767E-01  7.8300E-01  5.2137E-01  6.1160E-01  7.0369E-01  2.7389E-01  2.5367E-01
  3.1000E+01  7.0000E+00  3.4727E-01  2.8909E-01  1.0639E+00  3.4831E-01  6.6416E-01  3.9482E-01  2.4154E-01  8.0264E-01
  3.1000E+01  4.0000E+01  3.4157E-03 -2.5472E-03 -3.6508E-01  2.0035E-03 -1.0082E+00  1.3350E-02 -1.2482E-02 -8.0213E-01
  3.2000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9826E+01  0.0000E+00  2.0780E+01  0.0000E+00  0.0000E+00
  3.2000E+01  4.0000E-01  1.0916E+01 -7.1685E+00 -1.8798E+00  1.0706E+01 -2.4820E+00  1.0100E+01 -6.3525E+00 -1.7406E+00
  3.2000E+01  2.0000E+00  1.4761E+00 -7.7808E-01 -2.9955E-01  1.1998E+00  1.8952E-01  1.7315E+00 -1.0335E+00 -4.8407E-01
  3.2000E+01  1.0000E+01  2.2799E-01 -1.2203E-01  1.8316E-01  1.8863E-01  4.7084E-01  2.6763E-01 -1.6167E-01  3.5194E-03
  3.2000E+01  4.0000E+01  3.4157E-03 -3.1154E-03  3.5784E-01  1.1123E-03 -9.4895E-02  1.2803E-02 -1.2503E-02  1.2009E-01
  3.2000E+01  7.0000E+01  5.1174E-05 -5.0225E-05  2.8463E-01  5.0099E-06  9.0420E-02  1.3252E-03 -1.3243E-03  1.4895E-01
  3.3000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9673E+01  0.0000E+00  2.1713E+01  0.0000E+00  0.0000E+00
  3.3000E+01  1.0000E-01  1.7136E+01  3.6452E-01  1.9222E-01  1.7166E+01  3.2392E-01  1.7756E+01 -2.5459E-01  5.6668E-02
  3.3000E+01  4.0000E-01  1.0916E+01 -2.5990E+00 -7.3325E-01  1.1467E+01 -9.4694E-01  1.0345E+01 -2.0276E+00 -5.4342E-01
  3.3000E+01  7.0000E-01  7.0535E+00 -1.5631E+00 -5.5815E-01  7.7400E+00 -8.7144E-01  6.5385E+00 -1.0481E+00 -3.4551E-01
  3.3000E+01  4.0000E+00  5.5991E-01  7.8799E-01  2.1709E+00  5.3538E-01  1.2981E+00  7.6628E-01  5.8162E-01  1.1261E+00
  3.3000E+01  2.0000E+01  5.6203E-02  1.5682E-01  2.9113E+00 -2.9349E-02  1.4126E+00  8.8017E-02  1.2500E-01  1.0468E+00
  3.4000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9708E+01  0.0000E+00  2.1537E+01  0.0000E+00  0.0000E+00
  3.4000E+01  2.0000E-01  1.4726E+01 -2.1809E+00 -3.9213E-01  1.5003E+01 -5.5617E-01  1.4739E+01 -2.1939E+00 -4.0110E-01
  3.4000E+01  1.0000E+00  4.6506E+00 -1.4304E+00 -4.4774E-01  4.8320E+00 -6.4300E-01  4.4604E+00 -1.2402E+00 -3.4689E-01
  3.4000E+01  4.0000E+00  5.5991E-01 -4.8667E-01 -7.3399E-01  2.3544E-01 -1.3448E+00  7.3470E-01 -6.6145E-01 -9.7195E-01
  3.4000E+01  7.0000E+00  3.4727E-01 -3.1577E-01 -7.0243E-01  1.4834E-01 -2.6272E+00  4.1988E-01 -3.8838E-01 -6.7272E-01
  3.4000E+01  4.0000E+01  3.4157E-03 -2.4508E-04  4.3069E-01  4.5257E-03 -3.4176E-01  1.3129E-02 -9.9581E-03  1.9010E-01
  3.5000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.7149E+01  0.0000E+00  2.1626E+01  0.0000E+00  0.0000E+00
  3.5000E+01  4.0000E-01  1.0916E+01  7.3149E+00  1.9413E+00  1.0077E+01  1.4833E+00  1.0424E+01  7.8074E+00  2.0953E+00
  3.5000E+01  2.0000E+00  1.4761E+00 -3.2294E-02 -4.6639E-01  1.6015E+00 -4.7579E-01  1.7192E+00 -2.7541E-01 -7.8841E-01
  3.5000E+01  1.0000E+01  2.2799E-01  1.7373E-01  6.1851E-01  3.4272E-01 -6.5172E-02  2.7605E-01  1.2567E-01  4.3936E-01
  3.5000E+01  4.0000E+01  3.4157E-03  1.0159E-01  5.7867E+00 -6.9101E-02  1.9313E+00  1.2187E-02  9.2823E-02  3.8308E+00
  3.5000E+01  7.0000E+01  5.1174E-05  2.9697E-02  3.4020E+02 -5.7599E-02  2.0090E+00  1.2799E-03  2.8468E-02  6.9422E+00
  3.6000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8338E+01  0.0000E+00  2.1377E+01  0.0000E+00  0.0000E+00
  3.6000E+01  1.0000E-01  1.7136E+01 -6.2765E+00 -8.1387E-01  1.6086E+01 -9.5677E-01  1.7613E+01 -6.7531E+00 -9.0550E-01
  3.6000E+01  4.0000E-01  1.0916E+01 -3.1635E+00 -6.4778E-01  1.0888E+01 -7.8708E-01  1.0376E+01 -2.6236E+00 -5.0554E-01
  3.6000E+01  7.0000E-01  7.0535E+00 -8.5807E-01 -1.8354E-01  7.4129E+00 -2.8207E-01  6.5379E+00 -3.4252E-01  8.3743E-02
  3.6000E+01  4.0000E+00  5.5991E-01  5.0599E-01  1.3189E+00  5.1339E-01  8.5112E-01  6.7757E-01  3.8833E-01  8.8552E-01
  3.6000E+01  2.0000E+01  5.6203E-02 -6.2322E-03 -2.5928E-01  5.2307E-02 -5.0006E-01  7.6432E-02 -2.6461E-02 -6.9264E-01
  3.7000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9489E+01  0.0000E+00  2.2313E+01  0.0000E+00  0.0000E+00
  3.7000E+01  2.0000E-01  1.4726E+01 -6.0828E+00 -1.1084E+00  1.4445E+01 -1.4591E+00  1.4948E+01 -6.3045E+00 -1.1247E+00
  3.7000E+01  1.0000E+00  4.6506E+00 -1.8936E+00 -6.5456E-01  4.4163E+00 -7.4086E-01  4.4119E+00 -1.6549E+00 -4.4507E-01
  3.7000E+01  4.0000E+00  5.5991E-01 -4.0208E-01 -5.4592E-01  3.7285E-01 -9.0424E-01  7.0262E-01 -5.4479E-01 -7.9249E-01
  3.7000E+01  7.0000E+00  3.4727E-01 -2.4486E-01 -2.5436E-01  2.3209E-01 -5.0975E-01  3.9845E-01 -2.9604E-01 -3.1290E-01
  3.7000E+01  4.0000E+01  3.4157E-03 -1.6898E-03  3.8113E-01  2.5910E-03  2.6132E-01  1.5228E-02 -1.3502E-02  1.9429E-01
  3.8000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9278E+01  0.0000E+00  2.0609E+01  0.0000E+00  0.0000E+00
  3.8000E+01  4.0000E-01  1.0916E+01 -2.4912E+00 -6.1653E-01  1.1889E+01 -9.9364E-01  1.0142E+01 -1.7167E+00 -3.5878E-01
  3.8000E+01  2.0000E+00  1.4761E+00 -1.0960E+00 -7.8479E-01  1.0397E+00 -6.0800E-01  1.7811E+00 -1.4010E+00 -1.1023E+00
  3.8000E+01  1.0000E+01  2.2799E-01 -9.2135E-02  3.0298E-01  2.2078E-01  9.8877E-02  2.8881E-01 -1.5296E-01  8.8857E-02
  3.8000E+01  4.0000E+01  3.4157E-03 -3.3452E-03  3.2663E-02  3.9879E-04 -2.4913E+00  1.2640E-02 -1.2570E-02 -3.4486E-02
  3.8000E+01  7.0000E+01  5.1174E-05 -5.1137E-05  3.2733E-01  4.0135E-07 -1.0616E+00  1.5629E-03 -1.5629E-03  1.6053E-01
  3.9000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9376E+01  0.0000E+00  2.1503E+01  0.0000E+00  0.0000E+00
  3.9000E+01  1.0000E-01  1.7136E+01  5.4155E+00  6.1735E-01  1.6858E+01  5.4731E-01  1.7710E+01  4.8417E+00  5.4540E-01
  3.9000E+01  4.0000E-01  1.0916E+01  5.4279E+00  1.4017E+00  1.1015E+01  1.1937E+00  1.0490E+01  5.8540E+00  1.6156E+00
  3.9000E+01  7.0000E-01  7.0535E+00  8.0530E-02 -5.0440E-01  7.1478E+00 -4.7155E-01  6.6812E+00  4.5281E-01 -4.1702E-01
  3.9000E+01  4.0000E+00  5.5991E-01  8.6539E-01  2.1186E+00  3.6583E-01  1.4424E+00  7.1717E-01  7.0813E-01  1.4637E+00
  3.9000E+01  2.0000E+01  5.6203E-02  1.1423E-02 -7.1302E-01  5.7555E-02 -5.6438E-01  8.8207E-02 -2.0581E-02 -1.3059E+00
  4.0000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8537E+01  0.0000E+00  2.1414E+01  0.0000E+00  0.0000E+00
  4.0000E+01  2.0000E-01  1.4726E+01  1.0691E+01  1.9505E+00  1.3788E+01  1.5581E+00  1.4707E+01  1.0710E+01  2.0004E+00
  4.0000E+01  1.0000E+00  4.6506E+00  2.5426E+00  8.8821E-01  4.4302E+00  7.4508E-01  4.4922E+00  2.7010E+00  9.9484E-01
  4.0000E+01  4.0000E+00  5.5991E-01  4.0139E-01  2.2095E-01  4.5712E-01  2.3311E-01  7.0632E-01  2.5498E-01 -3.0965E-01
  4.0000E+01  7.0000E+00  3.4727E-01  3.5563E-01  7.6410E-01  2.6922E-01  5.0714E-01  4.0258E-01  3.0032E-01  6.0903E-01
  4.0000E+01  4.0000E+01  3.4157E-03  4.5885E-03 -3.7445E-01  1.2792E-03 -4.7762E-01  1.3363E-02 -5.3591E-03 -6.3511E-01
  4.1000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9797E+01  0.0000E+00  2.1612E+01  0.0000E+00  0.0000E+00
  4.1000E+01  4.0000E-01  1.0916E+01  1.6079E+00  3.9126E-01  1.1110E+01  3.6024E-01  1.0137E+01  2.3867E+00  6.1011E-01
  4.1000E+01  2.0000E+00  1.4761E+00  1.1251E+00  9.6730E-01  1.4529E+00  8.4196E-01  1.6863E+00  9.1489E-01  8.4608E-01
  4.1000E+01  1.0000E+01  2.2799E-01 -6.8195E-02 -1.4994E+00  2.2881E-01 -1.7525E+00  2.5972E-01 -9.9931E-02 -1.3816E+00
  4.1000E+01  4.0000E+01  3.4157E-03 -2.4609E-03 -5.0278E-01  2.1760E-03 -3.7571E-01  1.1345E-02 -1.0391E-02 -6.7368E-01
  4.1000E+01  7.0000E+01  5.1174E-05 -4.7134E-05  1.6857E-01  1.4941E-05 -3.0934E-01  1.1489E-03 -1.1449E-03  5.3720E-02
  4.2000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.0215E+01  0.0000E+00  2.1270E+01  0.0000E+00  0.0000E+00
  4.2000E+01  1.0000E-01  1.7136E+01  2.4524E+01  3.1780E+00  1.1178E+01  2.1043E+00  1.7361E+01  2.4299E+01  3.0068E+00
  4.2000E+01  4.0000E-01  1.0916E+01  1.3702E+01  3.2965E+00  1.0406E+01  2.2714E+00  1.0119E+01  1.4499E+01  3.8270E+00
  4.2000E+01  7.0000E-01  7.0535E+00 -2.3899E+00 -2.0266E+00  7.8398E+00 -1.4329E+00  6.4154E+00 -1.7518E+00 -2.0672E+00
  4.2000E+01  4.0000E+00  5.5991E-01  4.9719E-01  1.7119E+00  4.5014E-01  8.4187E-01  7.2163E-01  3.3547E-01  1.1163E+00
  4.2000E+01  2.0000E+01  5.6203E-02  1.9965E-01  3.5331E+00 -5.0724E-02  1.4933E+00  8.7792E-02  1.6806E-01  1.2998E+00
  4.3000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9959E+01  0.0000E+00  2.1356E+01  0.0000E+00  0.0000E+00
  4.3000E+01  2.0000E-01  1.4726E+01  6.7308E-01  1.0972E-01  1.4791E+01  9.5119E-02  1.4524E+01  8.7517E-01  1.2979E-01
  4.3000E+01  1.0000E+00  4.6506E+00  7.9374E-01  3.0895E-01  4.7372E+00  2.7322E-01  4.5237E+00  9.2062E-01  4.5491E-01
  4.3000E+01  4.0000E+00  5.5991E-01 -1.6338E-01 -1.4974E+00  5.3949E-01 -1.2944E+00  7.7303E-01 -3.7650E-01 -1.5513E+00
  4.3000E+01  7.0000E+00  3.4727E-01  3.5093E-01  2.5055E+00  3.2145E-01  2.1011E+00  4.4061E-01  2.5759E-01  1.6612E+00
  4.3000E+01  4.0000E+01  3.4157E-03  5.2977E-03 -1.3961E-01  7.7103E-04 -3.9593E-01  1.6777E-02 -8.0635E-03 -5.8109E-01
  4.4000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9742E+01  0.0000E+00  2.1950E+01  0.0000E+00  0.0000E+00
  4.4000E+01  4.0000E-01  1.0916E+01  9.0487E-01  2.2206E-01  1.1236E+01  1.3065E-01  1.0486E+01  1.3353E+00  3.4337E-01
  4.4000E+01  2.0000E+00  1.4761E+00  3.5606E-02 -1.9238E-01  1.4396E+00 -1.7972E-01  1.7189E+00 -2.0724E-01 -4.0635E-01
  4.4000E+01  1.0000E+01  2.2799E-01  2.4779E-01  1.8402E+00  1.9566E-01  1.3333E+00  2.6619E-01  2.0959E-01  1.3811E+00
  4.4000E+01  4.0000E+01  3.4157E-03  1.8647E-03 -3.6674E-01  2.3495E-03 -7.3667E-01  1.2830E-02 -7.5494E-03 -7.9129E-01
  4.4000E+01  7.0000E+01  5.1174E-05  2.2726E-05 -3.9952E-02  2.7805E-05 -4.0773E-02  1.5045E-03 -1.4306E-03  3.9369E-01
  4.5000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9479E+01  0.0000E+00  2.1409E+01  0.0000E+00  0.0000E+00
  4.5000E+01  1.0000E-01  1.7136E+01  4.7725E+00  5.2827E-01  1.6680E+01  4.5303E-01  1.7564E+01  4.3448E+00  4.7912E-01
  4.5000E+01  4.0000E-01  1.0916E+01  4.8319E+00  1.0380E+00  1.0534E+01  8.7656E-01  1.0448E+01  5.3004E+00  1.1480E+00
  4.5000E+01  7.0000E-01  7.0535E+00  3.0975E+00  8.2973E-01  6.7376E+00  7.3979E-01  6.7246E+00  3.4264E+00  9.1308E-01
  4.5000E+01  4.0000E+00  5.5991E-01 -5.1214E-02 -7.1168E-01  5.7269E-01 -7.1108E-01  7.2781E-01 -2.1911E-01 -1.0027E+00
  4.5000E+01  2.0000E+01  5.6203E-02  1.1894E-01  1.5527E+00  5.3729E-02  1.1530E+00  8.3919E-02  9.1221E-02  1.0066E+00
  4.6000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8824E+01  0.0000E+00  2.1121E+01  0.0000E+00  0.0000E+00
  4.6000E+01  2.0000E-01  1.4726E+01  7.7601E+00  1.4334E+00  1.4572E+01  1.1677E+00  1.4550E+01  7.9361E+00  1.4537E+00
  4.6000E+01  1.0000E+00  4.6506E+00 -1.6606E-01 -3.0549E-01  5.0561E+00 -3.4491E-01  4.4764E+00  8.1051E-03 -3.0131E-01
  4.6000E+01  4.0000E+00  5.5991E-01  7.4119E-01  2.3192E+00  4.9612E-01  1.6455E+00  7.3290E-01  5.6820E-01  1.4812E+00
  4.6000E+01  7.0000E+00  3.4727E-01  1.8791E-01 -5.7751E-01  2.6443E-01 -3.0670E-01  4.2306E-01  1.1212E-01 -5.5545E-01
  4.6000E+01  4.0000E+01  3.4157E-03  1.9137E-02  3.3350E+00 -1.4953E-02  1.4474E+00  1.2745E-02  9.8081E-03  4.0449E-01
  4.7000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9961E+01  0.0000E+00  2.0886E+01  0.0000E+00  0.0000E+00
  4.7000E+01  4.0000E-01  1.0916E+01  5.5809E+00  1.2360E+00  1.2134E+01  7.6277E-01  1.0445E+01  6.0523E+00  1.3674E+00
  4.7000E+01  2.0000E+00  1.4761E+00  4.6978E+00  3.2181E+00  9.9395E-01  2.1102E+00  1.8527E+00  4.3212E+00  2.9967E+00
  4.7000E+01  1.0000E+01  2.2799E-01  8.2361E-01  2.1013E+00 -1.8555E-01  1.0760E+00  2.8177E-01  7.6983E-01  1.1560E+00
  4.7000E+01  4.0000E+01  3.4157E-03  1.6294E-01  1.8202E+01 -2.3620E-01  1.4267E+00  1.1936E-02  1.5442E-01  7.4154E+00
  4.7000E+01  7.0000E+01  5.1174E-05  1.5152E-02  1.3800E+02 -5.6408E-02 -6.6604E-01  1.0474E-03  1.4156E-02 -2.3481E+00
  4.8000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9695E+01  0.0000E+00  2.1500E+01  0.0000E+00  0.0000E+00
  4.8000E+01  1.0000E-01  1.7136E+01 -1.0975E+00 -4.5062E-01  1.6869E+01 -4.8183E-01  1.7693E+01 -1.6542E+00 -5.0395E-01
  4.8000E+01  4.0000E-01  1.0916E+01  6.9449E+00  1.6543E+00  1.0606E+01  1.3983E+00  1.0437E+01  7.4239E+00  1.7265E+00
  4.8000E+01  7.0000E-01  7.0535E+00  6.9075E+00  2.0923E+00  6.6942E+00  1.8149E+00  6.6044E+00  7.3566E+00  2.4038E+00
  4.8000E+01  4.0000E+00  5.5991E-01  3.2796E-01 -5.0636E-01  4.6346E-01 -4.3125E-01  7.0269E-01  1.8518E-01 -7.7714E-01
  4.8000E+01  2.0000E+01  5.6203E-02  2.3275E-02 -1.5678E+00  5.0577E-02 -1.1534E+00  7.9753E-02 -2.7517E-04 -1.2688E+00
  4.9000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.7398E+01  0.0000E+00  2.1181E+01  0.0000E+00  0.0000E+00
  4.9000E+01  2.0000E-01  1.4726E+01 -5.5080E+00 -1.0018E+00  1.4083E+01 -1.1678E+00  1.4410E+01 -5.1923E+00 -9.8251E-01
  4.9000E+01  1.0000E+00  4.6506E+00 -1.0496E-01 -2.2891E-01  5.9352E+00 -6.9048E-01  4.3882E+00  1.5737E-01 -2.0961E-02
  4.9000E+01  4.0000E+00  5.5991E-01  1.0247E+00  3.5136E+00  3.0497E-01  2.1659E+00  6.9484E-01  8.8976E-01  2.4613E+00
  4.9000E+01  7.0000E+00  3.4727E-01  1.3086E-02 -2.0408E+00  2.0778E-01 -1.2743E+00  3.8882E-01 -2.8459E-02 -1.6441E+00
  4.9000E+01  4.0000E+01  3.4157E-03  1.9916E-03  1.4353E+00  1.6953E-03 -2.8522E-01  1.2871E-02 -7.4641E-03 -4.0321E-01
  5.0000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9830E+01  0.0000E+00  2.1292E+01  0.0000E+00  0.0000E+00
  5.0000E+01  4.0000E-01  1.0916E+01  5.5487E-01  1.0104E-01  1.1304E+01  2.8173E-02  1.0681E+01  7.8987E-01  1.6582E-01
  5.0000E+01  2.0000E+00  1.4761E+00  1.1445E+00  9.7176E-01  1.1012E+00  8.6139E-01  1.8158E+00  8.0478E-01  7.0886E-01
  5.0000E+01  1.0000E+01  2.2799E-01 -5.8652E-03 -1.0427E+00  2.9960E-01 -1.0650E+00  2.9638E-01 -7.4265E-02 -9.2854E-01
  5.0000E+01  4.0000E+01  3.4157E-03  4.1978E-02  3.4394E+00 -9.1975E-03  1.1083E+00  1.6970E-02  2.8424E-02  1.0640E+00
  5.0000E+01  7.0000E+01  5.1174E-05  9.4917E-03  1.0559E+02 -1.4949E-02  1.1509E+00  2.1255E-03  7.4174E-03  6.8423E-01
  5.1000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9570E+01  0.0000E+00  2.1113E+01  0.0000E+00  0.0000E+00
  5.1000E+01  1.0000E-01  1.7136E+01  4.3265E+00  5.5826E-01  1.6923E+01  5.1838E-01  1.7373E+01  4.0902E+00  4.8501E-01
  5.1000E+01  4.0000E-01  1.0916E+01  2.4509E+00  2.9006E-01  1.0993E+01  1.8886E-01  1.0318E+01  3.0487E+00  3.7054E-01
  5.1000E+01  7.0000E-01  7.0535E+00  3.7135E+00  1.3104E+00  7.2108E+00  1.0411E+00  6.5981E+00  4.1689E+00  1.4536E+00
  5.1000E+01  4.0000E+00  5.5991E-01 -3.0166E-01 -1.2773E+00  4.9500E-01 -1.6877E+00  7.0665E-01 -4.4840E-01 -1.3826E+00
  5.1000E+01  2.0000E+01  5.6203E-02  2.9938E-03 -5.0546E-01  6.8479E-02 -3.7736E-01  8.3522E-02 -2.4325E-02 -2.1454E-01
  5.2000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8978E+01  0.0000E+00  2.2035E+01  0.0000E+00  0.0000E+00
  5.2000E+01  2.0000E-01  1.4726E+01  9.2461E+00  1.6931E+00  1.4094E+01  1.4147E+00  1.4821E+01  9.1508E+00  1.5972E+00
  5.2000E+01  1.0000E+00  4.6506E+00  1.8149E+00  6.6564E-01  4.5398E+00  5.6864E-01  4.3405E+00  2.1250E+00  8.3142E-01
  5.2000E+01  4.0000E+00  5.5991E-01  2.4477E-01  4.3049E-01  5.4088E-01  4.0666E-01  7.2444E-01  8.0239E-02 -8.6466E-02
  5.2000E+01  7.0000E+00  3.4727E-01  7.2026E-02 -5.8987E-01  3.3385E-01 -5.9384E-01  4.1856E-01  7.4186E-04 -4.4836E-01
  5.2000E+01  4.0000E+01  3.4157E-03  1.5499E-03 -3.1734E-01  3.1863E-03 -2.5778E-01  1.5138E-02 -1.0172E-02 -6.0619E-01
  5.3000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9956E+01  0.0000E+00  2.1775E+01  0.0000E+00  0.0000E+00
  5.3000E+01  4.0000E-01  1.0916E+01  8.5787E-01  2.5508E-01  1.1079E+01  2.5031E-01  1.0460E+01  1.3142E+00  3.8461E-01
  5.3000E+01  2.0000E+00  1.4761E+00 -3.4359E-01 -2.1872E-01  1.4750E+00 -3.0266E-01  1.6418E+00 -5.0930E-01 -4.8756E-01
  5.3000E+01  1.0000E+01  2.2799E-01 -1.5091E-01 -9.7969E-01  1.8895E-01 -1.8831E+00  2.4917E-01 -1.7209E-01 -8.6422E-01
  5.3000E+01  4.0000E+01  3.4157E-03 -3.1709E-03 -1.1950E-01  9.2668E-04  1.3453E-01  1.1140E-02 -1.0895E-02 -9.4256E-02
  5.3000E+01  7.0000E+01  5.1174E-05 -5.0576E-05  2.0650E-01  3.4085E-06 -5.0189E-02  1.1461E-03 -1.1455E-03 -1.4767E-02
  5.4000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8242E+01  0.0000E+00  2.1395E+01  0.0000E+00  0.0000E+00
  5.4000E+01  1.0000E-01  1.7136E+01 -6.3675E+00 -8.3890E-01  1.6017E+01 -9.7475E-01  1.7599E+01 -6.8297E+00 -9.0500E-01
  5.4000E+01  4.0000E-01  1.0916E+01 -3.0646E+00 -5.6214E-01  1.0860E+01 -6.8333E-01  1.0348E+01 -2.4965E+00 -4.1538E-01
  5.4000E+01  7.0000E-01  7.0535E+00 -1.4638E+00 -4.0102E-01  7.3989E+00 -5.9036E-01  6.5473E+00 -9.5757E-01 -2.0216E-01
  5.4000E+01  4.0000E+00  5.5991E-01  3.1553E-01  9.1589E-01  5.2237E-01  6.1660E-01  7.3055E-01  1.4489E-01  2.9935E-01
  5.4000E+01  2.0000E+01  5.6203E-02  1.3519E-02  3.8747E-01  5.1947E-02  1.4253E-01  8.3426E-02 -1.3704E-02 -1.9237E-01
  5.5000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.9621E+01  0.0000E+00  2.1100E+01  0.0000E+00  0.0000E+00
  5.5000E+01  2.0000E-01  1.4726E+01 -2.8089E+00 -5.2829E-01  1.4780E+01 -6.0454E-01  1.4555E+01 -2.6375E+00 -5.4843E-01
  5.5000E+01  1.0000E+00  4.6506E+00  1.2755E+00  4.2378E-01  4.9271E+00  4.2683E-01  4.4728E+00  1.4533E+00  6.7078E-01
  5.5000E+01  4.0000E+00  5.5991E-01  3.6301E-01  1.4531E-01  4.7905E-01  6.9122E-02  7.1298E-01  2.0994E-01 -3.0080E-01
  5.5000E+01  7.0000E+00  3.4727E-01  3.7527E-01  1.5029E+00  2.9041E-01  1.0329E+00  4.1269E-01  3.0985E-01  1.0171E+00
  5.5000E+01  4.0000E+01  3.4157E-03  1.0943E-03 -3.8821E-01  2.6317E-03 -5.5075E-01  1.4702E-02 -1.0192E-02 -8.5139E-01
  5.6000E+01  0.0000E+00  1.9963E+01  0.0000E+00  0.0000E+00  1.8636E+01  0.0000E+00  2.2077E+01  0.0000E+00  0.0000E+00
