TABLE NO.  4: MCMC Bayesian Analysis (No Prior): Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         5815  1.51381E+00  1.64652E+00  6.72397E-01  2.48836E+00  7.27141E-02  1.68560E-01  7.07576E-03  1.33370E-01  3.73564E-02  3.33229E-02  1.20420E-01  2.06403E-03 -2.73820E-02 -1.26056E-01  1.43338E-01   -3177.4151145749456
         5816  1.67489E+00  1.63910E+00  8.03254E-01  2.38136E+00  6.68834E-02  1.98214E-01 -1.44511E-02  1.32782E-01  3.20459E-02 -1.56970E-02  8.76808E-02  1.45199E-02  2.28850E-02 -9.30021E-02  1.11848E-01   -3212.1433382267683
         5817  1.60902E+00  1.69804E+00  7.35295E-01  2.44586E+00  6.95662E-02  2.45376E-01  9.35043E-03  1.29271E-01  5.73411E-02 -3.57406E-03  1.02158E-01  1.32948E-04  1.52352E-02 -1.01628E-01  1.17038E-01   -3233.3095253115207
         5818  1.69347E+00  1.62661E+00  8.04813E-01  2.38331E+00  7.07639E-02  1.68987E-01 -1.86767E-02  1.03887E-01  3.06988E-02 -1.18018E-02  8.25059E-02  8.68133E-03  1.55068E-02 -8.67256E-02  1.02283E-01   -3262.0366729732928
         5819  1.63495E+00  1.62316E+00  7.78111E-01  2.39812E+00  6.22538E-02  1.54798E-01 -6.06389E-03  9.93586E-02  1.84702E-02 -2.04364E-02  8.13508E-02  1.98467E-02  2.84549E-02 -8.95942E-02  1.09840E-01   -3241.2094861078276
         5820  1.71115E+00  1.62530E+00  7.73272E-01  2.42487E+00  6.95208E-02  2.05802E-01  3.20922E-03  1.15776E-01  5.71436E-02 -4.10777E-03  9.38209E-02 -1.03027E-02  1.31842E-02 -9.25873E-02  1.04309E-01   -3263.9123767841002
         5821  1.68249E+00  1.66416E+00  7.72957E-01  2.41957E+00  7.12511E-02  2.18106E-01 -1.57322E-02  1.08617E-01  2.50568E-02 -1.67866E-02  9.68913E-02  2.87860E-02  2.22345E-02 -1.05333E-01  1.29831E-01   -3213.6440156609460
         5822  1.61059E+00  1.61369E+00  7.65367E-01  2.40580E+00  8.11677E-02  1.98226E-01 -1.12528E-02  1.12440E-01  5.12758E-02 -1.45991E-02  9.33057E-02 -6.59790E-03  2.12618E-02 -9.43019E-02  1.07849E-01   -3261.1952852145578
         5823  1.67183E+00  1.66998E+00  8.05560E-01  2.37914E+00  6.74405E-02  1.89440E-01 -2.26504E-02  1.07126E-01  3.23846E-02 -1.20360E-02  6.38556E-02  1.15171E-02  1.47825E-02 -6.54669E-02  7.91356E-02   -3214.2680359071201
         5824  1.65711E+00  1.61263E+00  7.55333E-01  2.42990E+00  6.08001E-02  2.08563E-01 -3.19295E-02  1.35982E-01  6.46818E-02 -2.81552E-02  1.22693E-01 -2.09848E-02  3.25016E-02 -1.25591E-01  1.40830E-01   -3210.1172328412631
         5825  1.61715E+00  1.67160E+00  7.51776E-01  2.42710E+00  7.15545E-02  2.10216E-01 -3.57815E-02  1.13708E-01  7.01016E-02 -9.59628E-03  1.00497E-01 -2.67647E-02  8.95273E-03 -9.73473E-02  1.05284E-01   -3176.2611306733370
         5826  1.62467E+00  1.65053E+00  7.83847E-01  2.39105E+00  5.74691E-02  2.17250E-01 -2.69246E-02  1.06971E-01  3.20204E-02 -2.23780E-02  7.62459E-02  1.94177E-02  2.57662E-02 -8.03636E-02  9.90718E-02   -3201.7513443915741
         5827  1.68844E+00  1.65954E+00  7.62740E-01  2.43269E+00  7.02711E-02  1.73653E-01 -9.05804E-03  1.32049E-01  3.80878E-02 -1.25292E-02  9.53578E-02  1.79116E-03  2.07339E-02 -1.00090E-01  1.16681E-01   -3166.7299172143998
         5828  1.63279E+00  1.66942E+00  7.55521E-01  2.42743E+00  7.26572E-02  2.00928E-01 -4.88910E-03  1.06590E-01  4.44704E-02 -1.84852E-02  7.39442E-02  1.57509E-03  2.67929E-02 -7.42929E-02  8.73816E-02   -3189.5342973295064
         5829  1.68818E+00  1.62056E+00  7.65929E-01  2.42691E+00  6.77503E-02  1.71841E-01  1.53619E-02  1.25937E-01  5.30209E-02 -2.03746E-03  7.79874E-02 -1.41056E-02  1.47073E-02 -7.50954E-02  8.29353E-02   -3182.2125402554871
         5830  1.55980E+00  1.63222E+00  6.83690E-01  2.48781E+00  7.60260E-02  1.85554E-01 -3.52790E-02  1.63074E-01  4.38956E-02 -3.77497E-02  8.63497E-02 -3.50302E-03  4.48730E-02 -8.97872E-02  1.04922E-01   -3181.2774012514592
         5831  1.71025E+00  1.67758E+00  8.13275E-01  2.38153E+00  7.40277E-02  1.65431E-01 -2.74025E-02  1.46839E-01  2.63763E-02 -2.50845E-02  5.95254E-02  1.17213E-02  3.14933E-02 -6.27145E-02  7.68883E-02   -3215.1133980340687
         5832  1.61897E+00  1.69922E+00  7.29097E-01  2.45427E+00  7.54390E-02  1.78997E-01 -1.84341E-02  1.58395E-01  4.37413E-02 -3.35928E-02  6.92562E-02 -4.22078E-03  4.40500E-02 -6.98663E-02  8.16488E-02   -3219.4896998952204
         5833  1.67336E+00  1.63670E+00  7.77979E-01  2.40787E+00  8.21162E-02  1.50137E-01 -2.24911E-02  1.26517E-01  5.05954E-02 -1.13589E-02  9.96811E-02 -1.98870E-02  1.53178E-02 -1.00983E-01  1.10751E-01   -3199.7785315617484
         5834  1.66811E+00  1.61127E+00  8.25094E-01  2.35175E+00  8.20462E-02  2.26671E-01  7.22753E-05  9.64400E-02  5.37285E-02 -3.94166E-03  6.46418E-02 -1.14461E-03  1.09380E-02 -5.94929E-02  6.80208E-02   -3237.8666299663619
         5835  1.63902E+00  1.58949E+00  7.38184E-01  2.44162E+00  7.33115E-02  2.11491E-01 -1.03350E-02  1.29493E-01  3.31294E-02 -1.43061E-02  7.00119E-02  1.72086E-02  2.20769E-02 -7.18834E-02  8.77630E-02   -3278.6121336507827
         5836  1.64398E+00  1.58286E+00  7.69248E-01  2.40696E+00  7.96982E-02  2.09138E-01 -2.54239E-02  1.34724E-01  5.30996E-02 -2.91476E-02  8.49741E-02 -7.12510E-03  3.53088E-02 -8.48961E-02  9.73396E-02   -3269.4587883664494
         5837  1.62240E+00  1.63158E+00  7.75196E-01  2.39741E+00  7.18809E-02  2.64413E-01 -5.17624E-02  1.33642E-01  6.31921E-02 -6.59545E-03  7.75037E-02 -5.38323E-03  2.78894E-03 -7.20798E-02  8.09963E-02   -3243.9144817185506
         5838  1.65581E+00  1.58002E+00  7.56585E-01  2.42515E+00  7.74310E-02  2.17394E-01 -5.85285E-02  1.27216E-01  7.01979E-02 -2.57982E-02  8.33967E-02 -2.58702E-02  2.22113E-02 -7.82672E-02  8.40622E-02   -3228.8283992339648
         5839  1.60648E+00  1.59234E+00  7.88701E-01  2.37575E+00  6.83338E-02  1.91725E-01 -3.42353E-02  1.17664E-01  5.11654E-02 -2.48207E-02  7.71629E-02 -9.76541E-03  2.69453E-02 -7.62622E-02  8.63953E-02   -3242.8299370052200
         5840  1.66308E+00  1.59577E+00  8.43690E-01  2.32847E+00  7.87159E-02  1.89434E-01 -1.39464E-02  1.84845E-01  6.63221E-02 -3.41597E-02  1.11483E-01 -2.62603E-02  4.75569E-02 -1.12185E-01  1.24589E-01   -3236.6605528599976
         5841  1.67787E+00  1.58232E+00  7.54979E-01  2.43294E+00  6.73778E-02  1.86150E-01  1.20270E-02  1.11659E-01  4.47919E-02 -1.43868E-02  6.36132E-02 -7.51961E-04  2.71814E-02 -6.18771E-02  7.25322E-02   -3191.0260909214117
         5842  1.66814E+00  1.58938E+00  7.43151E-01  2.44493E+00  8.22511E-02  1.89012E-01 -1.09513E-02  1.44658E-01  3.43101E-02 -2.84019E-02  6.44462E-02  1.09070E-02  3.94653E-02 -6.67190E-02  8.23162E-02   -3201.7527082534134
         5843  1.63434E+00  1.59450E+00  7.47519E-01  2.43074E+00  7.77659E-02  1.40012E-01 -1.37055E-02  1.58813E-01  3.51650E-02 -2.62910E-02  7.81412E-02 -3.66202E-03  3.70258E-02 -8.21257E-02  9.59079E-02   -3228.7472843297624
         5844  1.65688E+00  1.56860E+00  8.53689E-01  2.31262E+00  7.52977E-02  1.77908E-01 -4.40608E-03  1.85098E-01  4.16488E-02 -5.40994E-02  7.82690E-02 -4.01440E-04  7.32626E-02 -8.22833E-02  9.92404E-02   -3211.4961714972596
         5845  1.67354E+00  1.59555E+00  7.93146E-01  2.38768E+00  7.38249E-02  2.52119E-01 -3.15039E-02  1.47589E-01  6.57589E-02 -2.56406E-02  9.47094E-02 -1.02339E-02  3.08514E-02 -9.30749E-02  1.06423E-01   -3249.8306840539854
         5846  1.73296E+00  1.67442E+00  7.91456E-01  2.41049E+00  7.31717E-02  2.07146E-01 -1.13069E-02  1.60818E-01  4.18389E-02 -2.59477E-02  7.97921E-02  6.64864E-03  3.73793E-02 -8.22265E-02  9.87758E-02   -3266.7401504484292
         5847  1.60888E+00  1.65418E+00  6.79718E-01  2.50399E+00  8.12070E-02  1.96249E-01 -3.39849E-02  1.48297E-01  4.78439E-02 -3.15164E-02  8.43591E-02 -4.53107E-03  3.69235E-02 -8.61116E-02  1.00113E-01   -3273.3494015918759
         5848  1.62260E+00  1.59886E+00  7.61903E-01  2.40926E+00  7.47284E-02  1.94162E-01 -3.20407E-02  1.25774E-01  3.49271E-02 -2.92290E-02  7.07304E-02  9.95981E-03  3.32163E-02 -7.38413E-02  8.97565E-02   -3307.1603299263788
         5849  1.68954E+00  1.61027E+00  7.93350E-01  2.39191E+00  7.22614E-02  1.43095E-01 -1.50465E-02  1.48044E-01  3.03637E-02 -2.05370E-02  7.11091E-02  2.64763E-03  2.92515E-02 -7.48914E-02  8.87067E-02   -3236.1026996353021
         5850  1.71736E+00  1.63138E+00  7.94367E-01  2.39914E+00  7.30249E-02  1.92012E-01 -1.85292E-02  1.07552E-01  4.63642E-02 -1.38644E-02  7.31509E-02 -2.64407E-03  1.81923E-02 -7.25050E-02  8.38850E-02   -3268.1799155855861
         5851  1.63790E+00  1.62507E+00  7.50150E-01  2.42821E+00  7.75512E-02  1.17919E-01 -1.26978E-02  1.52788E-01  2.44121E-02 -2.14562E-02  6.74168E-02  2.88896E-03  3.15596E-02 -7.25686E-02  8.65782E-02   -3271.2907910915719
         5852  1.66897E+00  1.63403E+00  8.14977E-01  2.36203E+00  6.48271E-02  1.79104E-01  2.50715E-02  1.83519E-01  2.35981E-02 -5.53310E-03  7.65402E-02  2.29402E-02  2.57218E-02 -8.25025E-02  1.03395E-01   -3241.0595067164768
         5853  1.72916E+00  1.68730E+00  7.85901E-01  2.41519E+00  7.64028E-02  1.90537E-01 -1.94155E-02  1.41481E-01  4.76625E-02 -1.53166E-02  6.52565E-02 -4.82634E-03  2.19659E-02 -6.36446E-02  7.38500E-02   -3267.2907778850731
         5854  1.61989E+00  1.51164E+00  7.89267E-01  2.36975E+00  7.10833E-02  1.72574E-01 -1.84533E-02  1.73143E-01  4.19791E-02 -3.87810E-02  7.28983E-02 -2.96565E-03  5.13634E-02 -7.56979E-02  9.04022E-02   -3273.7432723818192
         5855  1.68691E+00  1.68113E+00  7.85577E-01  2.40402E+00  7.86421E-02  1.98366E-01 -4.10059E-02  1.52865E-01  2.33008E-02 -2.42469E-02  6.00678E-02  2.42659E-02  2.72902E-02 -6.48710E-02  8.36089E-02   -3292.8117391521910
         5856  1.60778E+00  1.67466E+00  7.82896E-01  2.38486E+00  7.11017E-02  1.75833E-01 -3.36060E-02  1.34028E-01  2.72614E-02 -2.11576E-02  6.03457E-02  1.37986E-02  2.45224E-02 -6.37530E-02  7.90378E-02   -3272.2623431697293
         5857  1.64349E+00  1.61142E+00  8.10495E-01  2.35832E+00  7.90773E-02  1.77234E-01 -2.81583E-03  1.33115E-01  3.03468E-02 -1.40064E-02  5.98329E-02  1.28252E-02  2.47675E-02 -6.18741E-02  7.67102E-02   -3274.1939974027837
         5858  1.64396E+00  1.64440E+00  7.76244E-01  2.39990E+00  7.10667E-02  1.76090E-01 -4.23102E-03  1.12603E-01  2.26301E-02 -1.55445E-02  6.23949E-02  2.10876E-02  2.47318E-02 -6.72530E-02  8.53497E-02   -3305.5552650081995
         5859  1.58562E+00  1.63308E+00  7.80384E-01  2.37924E+00  7.34251E-02  2.57254E-01 -4.20742E-02  1.49723E-01  4.00244E-02 -1.65700E-02  6.55644E-02  2.00856E-02  1.83657E-02 -6.62746E-02  8.34435E-02   -3300.9471180820874
         5860  1.55056E+00  1.60567E+00  7.05723E-01  2.45463E+00  8.42557E-02  1.75664E-01  1.21687E-02  1.15517E-01  2.49942E-02 -1.02249E-03  7.97691E-02  1.93432E-02  1.25050E-02 -8.56982E-02  1.05343E-01   -3352.4109281769465
         5861  1.57772E+00  1.58895E+00  7.46438E-01  2.41379E+00  7.04483E-02  2.19121E-01 -2.43261E-03  1.41122E-01  3.13719E-02 -2.52071E-02  6.54821E-02  2.26005E-02  3.83061E-02 -6.92988E-02  8.92166E-02   -3370.8777227399096
         5862  1.63981E+00  1.61490E+00  7.74110E-01  2.39976E+00  8.54840E-02  1.45672E-01  1.76910E-02  1.60442E-01  3.42128E-02 -6.13948E-03  8.22597E-02  6.91860E-04  2.28325E-02 -8.67400E-02  1.02482E-01   -3413.8650912467629
         5863  1.64309E+00  1.58512E+00  7.68600E-01  2.40503E+00  6.57711E-02  1.60937E-01  6.50260E-03  1.47968E-01  2.25193E-02 -2.10943E-02  5.92086E-02  1.77556E-02  3.61031E-02 -6.40614E-02  8.15751E-02   -3438.4057978880805
         5864  1.62118E+00  1.60657E+00  7.72889E-01  2.39545E+00  6.81570E-02  1.85331E-01 -2.74300E-03  1.29968E-01  5.73433E-02 -1.14423E-02  8.38840E-02 -1.67322E-02  2.11786E-02 -8.26001E-02  9.27096E-02   -3438.0396130452937
         5865  1.63353E+00  1.60563E+00  7.90064E-01  2.37916E+00  6.80731E-02  2.33637E-01  2.24517E-02  1.45180E-01  3.65912E-02  1.53721E-03  6.50617E-02  2.18539E-02  1.38257E-02 -6.54901E-02  8.27107E-02   -3432.5919431726693
         5866  1.70414E+00  1.64806E+00  7.85071E-01  2.40638E+00  6.70777E-02  1.61528E-01  2.87143E-02  1.32424E-01  4.71517E-02  3.66318E-03  7.41940E-02 -9.40810E-03  1.22115E-02 -7.30548E-02  8.29077E-02   -3438.5046974818079
         5867  1.66318E+00  1.63781E+00  7.45449E-01  2.44055E+00  6.92322E-02  2.02943E-01 -3.85335E-03  1.47722E-01  6.59177E-02 -2.16132E-02  8.21074E-02 -2.20561E-02  3.37669E-02 -7.87499E-02  8.74467E-02   -3448.0943240196079
         5868  1.70039E+00  1.66267E+00  7.36629E-01  2.46230E+00  8.19288E-02  1.65784E-01  5.02182E-03  1.16636E-01  3.51543E-02 -8.24660E-04  6.42119E-02  4.20659E-03  9.92969E-03 -6.49465E-02  7.69790E-02   -3473.4438144931942
         5869  1.65488E+00  1.60715E+00  8.07080E-01  2.36476E+00  7.34597E-02  1.88623E-01  3.40316E-02  1.82755E-01  3.14194E-02  6.70023E-03  5.91409E-02  1.66611E-02  1.33958E-02 -5.95243E-02  7.42317E-02   -3474.5042221270255
         5870  1.68958E+00  1.68847E+00  7.69935E-01  2.42226E+00  5.81191E-02  1.32730E-01 -2.80289E-03  1.43470E-01  3.19112E-02  9.26260E-04  6.91596E-02 -1.48766E-03  7.54815E-03 -7.12847E-02  8.24638E-02   -3259.3604156735282
         5871  1.63078E+00  1.64241E+00  8.03297E-01  2.36490E+00  6.86458E-02  1.98407E-01 -3.31236E-02  1.20417E-01  3.69097E-02 -1.03769E-02  7.18125E-02  8.38694E-03  1.10287E-02 -7.35072E-02  8.76328E-02   -3265.7746585521245
         5872  1.60676E+00  1.66086E+00  8.01095E-01  2.36217E+00  6.11075E-02  2.13266E-01 -4.21168E-03  8.87950E-02  5.28827E-02 -1.93197E-03  6.50524E-02 -3.99571E-03  7.02249E-03 -6.08438E-02  6.94575E-02   -3225.1931224310670
         5873  1.61200E+00  1.62743E+00  7.69409E-01  2.39783E+00  6.73636E-02  2.09865E-01 -6.08212E-03  1.41244E-01  4.57854E-02  9.19568E-03  6.96084E-02  3.40454E-03 -2.86142E-03 -6.72592E-02  7.82467E-02   -3246.3142183760083
         5874  1.68856E+00  1.67789E+00  7.68621E-01  2.42277E+00  6.14847E-02  1.85515E-01  9.19028E-03  9.97039E-02  4.52526E-02 -3.92200E-03  7.84969E-02 -1.99426E-03  1.38195E-02 -7.84792E-02  9.06792E-02   -3222.1804202435583
         5875  1.64429E+00  1.66961E+00  7.82464E-01  2.39411E+00  7.88705E-02  1.79782E-01  2.58291E-02  1.17259E-01  5.66281E-02 -3.05809E-03  7.74998E-02 -1.58772E-02  1.83694E-02 -7.42565E-02  8.23388E-02   -3225.8214207096694
         5876  1.65480E+00  1.62717E+00  8.03734E-01  2.36974E+00  7.16444E-02  1.96710E-01  3.02992E-02  1.51572E-01  4.25933E-02 -5.72216E-03  6.65928E-02  5.48213E-03  2.54903E-02 -6.57909E-02  7.91029E-02   -3231.9496641953419
         5877  1.69471E+00  1.62972E+00  7.92038E-01  2.39475E+00  7.77799E-02  1.81005E-01  3.43994E-02  1.35019E-01  4.01849E-02  3.60148E-03  7.79255E-02  4.93307E-03  1.44837E-02 -7.87986E-02  9.32657E-02   -3279.4873365852691
         5878  1.59178E+00  1.56283E+00  7.34192E-01  2.42938E+00  6.35599E-02  1.58387E-01  9.81338E-03  9.38657E-02  4.51087E-02 -1.98860E-03  8.29355E-02 -8.35894E-03  1.17800E-02 -8.36685E-02  9.52214E-02   -3302.0891420043981
         5879  1.66097E+00  1.61033E+00  7.60767E-01  2.42105E+00  7.16624E-02  1.70246E-01  6.47479E-03  1.09268E-01  4.12376E-02  1.07824E-02  7.88176E-02 -7.82899E-04 -2.87627E-03 -7.89851E-02  9.07689E-02   -3311.9917881103215
         5880  1.60419E+00  1.60037E+00  7.80527E-01  2.38174E+00  6.78932E-02  2.21063E-01  2.32400E-02  8.89255E-02  4.80319E-02  5.62369E-03  5.79593E-02  6.06283E-03  6.02641E-03 -5.36025E-02  6.40706E-02   -3245.5050991198646
         5881  1.62876E+00  1.60137E+00  7.80482E-01  2.38909E+00  6.71493E-02  1.72253E-01  1.49902E-02  1.17301E-01  4.40365E-02  1.10124E-02  6.51932E-02 -3.69566E-03 -3.86481E-04 -6.28055E-02  7.16287E-02   -3234.8605242193639
         5882  1.63773E+00  1.58580E+00  7.82194E-01  2.38784E+00  7.21188E-02  1.66500E-01  8.35629E-04  1.29986E-01  4.35430E-02  6.35005E-03  8.04730E-02 -5.74346E-03  1.85063E-03 -8.10818E-02  9.24999E-02   -3197.3282601470464
         5883  1.62444E+00  1.62398E+00  7.68994E-01  2.40251E+00  8.08894E-02  2.53068E-01  1.63714E-02  1.43509E-01  2.90544E-02  2.97442E-03  7.19636E-02  3.50988E-02  1.06546E-02 -7.53919E-02  9.74531E-02   -3168.5553041715334
         5884  1.67034E+00  1.54551E+00  7.82394E-01  2.39353E+00  7.18178E-02  1.90210E-01  1.89779E-02  1.35992E-01  5.40879E-02 -9.53963E-04  6.60055E-02 -1.00302E-02  1.53010E-02 -6.20445E-02  7.03496E-02   -3203.2487346268672
         5885  1.66213E+00  1.57637E+00  8.03938E-01  2.36774E+00  7.97363E-02  1.77484E-01  6.48403E-04  1.23170E-01  3.05339E-02 -1.57387E-03  6.28542E-02  1.26681E-02  1.02416E-02 -6.47972E-02  7.93458E-02   -3263.4969874064727
         5886  1.59294E+00  1.54824E+00  8.21991E-01  2.32670E+00  8.17893E-02  2.05235E-01 -4.76692E-04  1.57710E-01  4.80828E-02 -2.50400E-03  6.34668E-02 -3.97057E-04  1.33730E-02 -6.07001E-02  7.10867E-02   -3294.7638581991423
         5887  1.56635E+00  1.54970E+00  7.77865E-01  2.37118E+00  8.03191E-02  1.60243E-01  1.89767E-02  1.51091E-01  4.13458E-02 -7.72676E-03  7.21245E-02 -3.23703E-03  2.40676E-02 -7.27170E-02  8.47899E-02   -3289.9103321136872
         5888  1.65873E+00  1.59831E+00  7.70624E-01  2.40783E+00  6.94577E-02  1.71789E-01  3.95987E-02  1.46058E-01  4.99522E-02  5.15958E-03  7.47442E-02 -8.50010E-03  1.43774E-02 -7.24835E-02  8.24141E-02   -3292.8821486246138
         5889  1.63066E+00  1.61887E+00  8.01471E-01  2.36584E+00  6.84143E-02  2.08510E-01  2.68502E-02  1.22014E-01  5.81224E-02  2.75606E-03  9.43541E-02 -9.06072E-03  1.21093E-02 -9.31774E-02  1.06064E-01   -3291.2246623467136
         5890  1.67092E+00  1.63089E+00  7.90912E-01  2.38953E+00  7.20527E-02  1.99710E-01  3.25445E-02  1.84122E-01  4.45605E-02  1.45071E-02  6.28656E-02  4.72114E-03  4.42048E-03 -5.95532E-02  7.03264E-02   -3296.8917598108092
         5891  1.61280E+00  1.63591E+00  7.73660E-01  2.39390E+00  7.91974E-02  2.24166E-01  9.77744E-03  1.55757E-01  4.39645E-02 -2.01175E-04  9.18630E-02  1.06654E-02  1.32255E-02 -9.41378E-02  1.12445E-01   -3298.9635967235890
         5892  1.70249E+00  1.62764E+00  7.72346E-01  2.41893E+00  7.01658E-02  1.80280E-01  2.62819E-02  1.33224E-01  2.99795E-02  3.72636E-03  5.39235E-02  1.58262E-02  1.17463E-02 -5.40229E-02  6.75671E-02   -3295.5197081405850
         5893  1.60148E+00  1.52691E+00  7.73332E-01  2.38363E+00  8.42588E-02  2.31459E-01 -2.25349E-03  1.39860E-01  5.91661E-02 -2.31821E-03  6.85388E-02 -6.18905E-03  1.14920E-02 -6.35996E-02  7.28111E-02   -3322.6396481132842
         5894  1.64086E+00  1.60914E+00  7.78164E-01  2.39442E+00  8.11693E-02  2.32588E-01  6.30368E-02  1.50398E-01  7.56077E-02  2.96702E-02  9.77305E-02 -2.04928E-02 -7.45357E-03 -9.09004E-02  9.93838E-02   -3376.5556900356537
         5895  1.60124E+00  1.58846E+00  7.89682E-01  2.36892E+00  7.26073E-02  2.29205E-01  2.92280E-02  1.57037E-01  5.65592E-02  7.04341E-03  7.39241E-02 -1.48360E-03  1.00873E-02 -6.99643E-02  8.14511E-02   -3379.7210697104192
         5896  1.52010E+00  1.61487E+00  7.91649E-01  2.34633E+00  7.61385E-02  2.43644E-01  2.92185E-03  1.44692E-01  6.87563E-02 -5.55271E-03  6.93940E-02 -1.35722E-02  1.68512E-02 -6.22992E-02  6.97788E-02   -3355.1496186709687
         5897  1.66753E+00  1.64847E+00  8.20092E-01  2.35540E+00  7.49166E-02  2.33612E-01  1.53644E-03  1.74447E-01  6.09753E-02 -5.96159E-03  7.35968E-02 -7.26800E-03  1.88134E-02 -6.93905E-02  7.99541E-02   -3377.7302528853238
         5898  1.63059E+00  1.61478E+00  7.80180E-01  2.38931E+00  7.19591E-02  1.89149E-01  5.82388E-02  2.15498E-01  4.53350E-02 -2.15508E-03  6.82913E-02  2.49541E-03  3.24612E-02 -6.71960E-02  8.09022E-02   -3364.2906794554028
         5899  1.66033E+00  1.64933E+00  7.47463E-01  2.43725E+00  7.62152E-02  1.95255E-01  2.47990E-04  1.56795E-01  5.28352E-02 -3.16920E-02  8.71876E-02 -8.29545E-03  4.71347E-02 -8.90288E-02  1.04290E-01   -3373.8213426006878
         5900  1.67641E+00  1.62552E+00  7.66204E-01  2.41821E+00  7.12868E-02  2.11599E-01  2.02339E-02  1.41974E-01  5.45871E-02 -5.38631E-04  7.45486E-02 -4.42502E-03  1.55563E-02 -7.17826E-02  8.32367E-02   -3386.8056870639616
         5901  1.70193E+00  1.67236E+00  8.14340E-01  2.37188E+00  8.11181E-02  1.42355E-01 -7.00416E-04  2.02050E-01  4.76172E-02 -8.95455E-04  6.95309E-02 -1.66687E-02  1.43378E-02 -6.79679E-02  7.54773E-02   -3374.2576152665897
         5902  1.66796E+00  1.70122E+00  7.57653E-01  2.43081E+00  7.28759E-02  1.70988E-01 -1.31763E-02  1.17234E-01  4.51374E-02  1.38361E-02  8.09408E-02 -6.79676E-03 -1.19156E-02 -8.09576E-02  9.15557E-02   -3363.6640815511209
         5903  1.66363E+00  1.64314E+00  7.85372E-01  2.39324E+00  8.70391E-02  2.22414E-01  2.36991E-02  1.54320E-01  6.28235E-02 -5.52588E-03  7.79293E-02 -1.10112E-02  2.32493E-02 -7.39883E-02  8.46955E-02   -3344.6891313181804
         5904  1.60801E+00  1.65793E+00  8.02546E-01  2.35882E+00  7.53486E-02  2.00177E-01  1.45732E-02  1.21147E-01  4.45460E-02  8.94787E-03  5.87481E-02  3.76277E-03  1.69254E-03 -5.56982E-02  6.60644E-02   -3356.8835311278240
         5905  1.61712E+00  1.69663E+00  7.68546E-01  2.40313E+00  7.62367E-02  1.47110E-01  1.59255E-02  1.53720E-01  2.03260E-02 -1.52781E-02  6.18527E-02  1.77153E-02  3.25480E-02 -6.77296E-02  8.62086E-02   -3362.5435878046437
         5906  1.69881E+00  1.66831E+00  8.03399E-01  2.38316E+00  7.57169E-02  1.86199E-01  9.47045E-03  1.34646E-01  4.95912E-02  5.31556E-03  7.23648E-02 -6.06880E-03  5.20123E-03 -7.04587E-02  8.08886E-02   -3377.2409525540825
         5907  1.70624E+00  1.63372E+00  8.44407E-01  2.33501E+00  8.48308E-02  1.61336E-01 -1.00479E-02  1.60345E-01  5.13560E-02 -2.87776E-02  7.21280E-02 -1.62244E-02  4.13290E-02 -7.21082E-02  8.26035E-02   -3336.9849637636808
         5908  1.66033E+00  1.62640E+00  8.25047E-01  2.34446E+00  8.54803E-02  1.84950E-01  7.59067E-03  1.27626E-01  4.71010E-02 -1.81970E-03  6.69480E-02 -3.83615E-03  1.25153E-02 -6.54248E-02  7.62064E-02   -3359.6087415759566
